date,order_book_id,open,high,low,close,volume,total_turnover,alpha001,alpha002,alpha003,alpha004,alpha005,alpha006,alpha007,alpha009,alpha010,alpha011,alpha012,alpha013,alpha015,alpha016,alpha017,alpha018,alpha020,alpha021,alpha022,alpha023,alpha024,alpha026,alpha027,alpha028,alpha030,alpha031,alpha032,alpha033,alpha034,alpha037,alpha038,alpha040,alpha041,alpha042,alpha043,alpha044,alpha045,alpha046,alpha047,alpha048,alpha049,alpha050,alpha051,alpha053,alpha054,alpha055,alpha057,alpha058,alpha059,alpha060,alpha061,alpha062,alpha063,alpha064,alpha065,alpha066,alpha067,alpha068,alpha069,alpha070,alpha073,alpha074,alpha075,alpha076,alpha077,alpha078,alpha079,alpha080,alpha081,alpha082,alpha083,alpha086,alpha087,alpha089,alpha090,alpha091,alpha092,alpha093,alpha095,alpha098,alpha099,alpha100,alpha101,y
2018/5/8,CI005019.INDX,13680.93,13879.84,13672.12,13849.9241,777469500,22270844000,0.854706877,-0.03252073,-0.068482084,-9,-0.484679377,-0.088642174,-29,-162.6002,-162.6002,0.901233515,162.6002,-0.956595265,-1.663851351,-0.929255919,-0.068505542,-0.578072153,-0.294316376,-1,-0.462393793,-642.72,-679.1368,-0.108893101,1,-1.92E-06,0.094707534,1.469500903,0.018152091,0.514921171,0.18332864,1.396419241,-0.817456957,-0.373853999,13489.13552,0.885063559,19,-0.75181759,0.382254374,-1,1.224697892,-0.000374949,-162.6002,-0.946494465,-162.6002,-0.630693014,-0.805016152,-0.586137395,-21099.84199,-6,-8,-0.000520558,FALSE,-1,-0.248995931,-1,-1,-2.850649351,-0.965828591,0,-0.381790513,-2.19E-19,-1,-1,FALSE,-1,0.809322034,0.353480956,FALSE,-0.333428178,-1,-0.949109415,-351846.5739,0,-11,-10,-0.624383755,-1.266729059,4,10.22865412,TRUE,-0.074777309,-1,-0.001050626,0.813562904,0.039175103
2018/5/9,CI005019.INDX,13841.88,13856.85,13717.53,13816.2245,599612000,15174087000,0.627959414,-0.761636633,0.054065819,-9,-0.486962778,0.041251107,-41,33.6996,33.6996,0.799594411,-33.6996,-0.945603157,-1.732545045,-0.912908681,-0.054357043,-0.5132469,-0.223825136,-1,-0.648418548,-153.59,-702.536,-0.412861412,1,-7.40E-07,0.09300261,1.380643734,0.018131484,0.757038288,0.60208392,1.715962233,-0.227246722,-0.25334018,13533.94892,0.888888889,15,-0.689952456,-0.381893887,-1,1.622122786,9.99E-05,33.6996,-0.946494465,33.6996,0.183717706,-0.715003187,-0.666366992,-15429.63583,-6,-8,-0.000475517,FALSE,0,-0.298761312,-1,-1,-5.701863354,-0.673561777,0,-0.017380865,-3.85E-20,-1,-1,FALSE,-3,0.903764506,0.375453854,FALSE,-0.333428178,-1,-0.968617472,-945133.6789,0,-13,-1,-0.412954755,-3.390734675,2,9.395812562,TRUE,-0.09939053,-1,-0.000705506,-0.184146683,0.047042967
2018/5/10,CI005019.INDX,13834.87,14023.52,13834.87,14015.057,674313100,17997215000,0.854706877,-0.678654461,-0.013453287,-9,-0.49509509,-0.004385241,-56,-198.8325,-198.8325,0.092516122,-198.8325,-0.924182638,-1.465653153,-0.875986471,-0.374678105,-0.583990981,-0.319137799,-1,-0.642793683,-143.68,-327.7331,-0.738548946,1,-2.23E-06,0.094688081,1.429128268,0.018105304,0.507601351,0.156857223,1.393175246,-0.735017485,-0.288899505,13661.97861,0.85818943,16,-0.592753449,-0.359554401,-1,1.16067343,-0.00126438,-198.8325,-0.946494465,-198.8325,-0.00975757,-0.89529821,-0.807286741,-15118.54156,-6,-8,-0.000538625,FALSE,-1,-0.36737676,-1,-1,-5.266798419,-0.97731725,0,-0.031009143,-0.157256879,-3,-1,FALSE,-6,0.90546278,0.418486315,FALSE,-0.333428178,-1,-0.963528414,-501493.0434,0,-14,2,-0.854706877,-4.678053346,1,9.203125,TRUE,-0.049695265,-1,-0.00091688,0.955134084,0.01515179
2018/5/11,CI005019.INDX,14072.51,14203.11,13937.48,13952.246,645552700,17591142000,0.627959414,-0.518199108,-0.037068387,-9,-0.496944076,-0.017129793,-51,62.811,62.811,0.099592426,-62.811,-0.069052988,-1.326858108,-0.021984216,-0.042357065,-0.361894025,-0.889871133,-1,0.008819582,-346.26,-102.3219,-0.738548946,1,3.12E-06,0.210454326,1.577134863,0.018061824,0.873592342,0.673613067,1.873316858,-0.118357668,-0.278893357,13797.17076,0.871052632,30,0.571968569,-0.38468887,-1,1.835298973,0.000548847,62.811,-0.98800738,62.811,9.519307501,-0.058026042,-0.804056167,-15562.26932,-6,-8,0.000367889,FALSE,0,-0.426727627,-1,-1,-7.097120271,-0.982598329,0,-0.055323308,-0.024186595,-4,-1,FALSE,-6,0.907727144,0.476348888,FALSE,-0.400407235,-1,-0.981622844,-262473.9559,0,-14,3,-0.203817115,-4.684604586,1,9.239215686,TRUE,-0.022737928,-1,-4.38E-05,-0.452748361,0.029394128
2018/5/14,CI005019.INDX,13996.04,14262.46,13996.04,14261.036,702649000,19684409000,0.854706877,-0.425948316,-0.115901752,-9,-0.505247786,-0.102358455,-56,-308.79,-308.79,0.798357482,-308.79,-0.661217587,-1.804054054,-0.118799324,-0.543151085,-0.57356257,-0.044622781,-1,0.37840799,-238.94,-444.8115,-0.738548946,1,-3.44E-06,0.092608239,1.290638832,0.018018476,0.45411036,0.106167277,1.367656663,-0.779578213,-0.308593667,13848.47635,0.832732887,32,0.009890223,-0.327541454,-1,1.144218188,-0.003737678,-308.79,-0.98800738,-308.79,-2.516656291,-0.90561371,-0.461136704,-15374.46984,-6,-8,-0.000554472,FALSE,-1,-0.490827128,-1,-1,-6.08865048,-0.946351842,0,-0.271348424,-0.031043251,-7,-1,TRUE,-6,0.909991509,0.54199791,FALSE,-0.480841045,-1,-0.969182923,-345643.658,0,-14,1,-0.854706877,-4.839962564,1,7.833438885,TRUE,0.111579934,0,-0.000944364,0.994651323,0.005759834
2018/5/15,CI005019.INDX,14289.68,14394.24,14155.43,14392.4963,799751900,19554688000,0.854706877,-0.261302659,-0.329453175,-9,-0.513921389,-0.328819077,-58,-131.4603,-131.4603,0.815061652,-131.4603,-0.877113867,-2.210022523,-0.848083427,-0.185246569,-0.503945885,-0.857395742,-1,-0.051478208,-191.13,-377.4393,-0.196116135,1,-3.06E-06,0.090185687,1.275254839,0.017906113,0.584459459,0.218529992,1.474134039,-0.752491749,-0.520096369,14029.82617,0.822804314,17,-0.857764523,-0.301684165,-1,1.296216354,-0.000943984,-131.4603,-0.98800738,-131.4603,-0.003784563,-0.957743465,-0.544801501,-15056.1419,-1,-5,-0.000572221,TRUE,0,-0.560384222,-1,-1,-6.083286279,-0.982185352,0,-0.35222635,-3.36E-29,-7,-1,TRUE,-6,0.912821964,0.772151869,FALSE,-0.333428178,0,-0.987277354,-527863.7181,0,-14,2,-0.730523846,-4.932147871,1,5.533980583,TRUE,0.101031411,-1,-0.001057316,0.430534188,0.002298628
2018/5/16,CI005019.INDX,14362.14,14581.88,14321.88,14466.1807,1181430800,24910673000,0.854706877,-0.171214779,-0.534970468,-9,-0.517632313,-0.540377376,-47,-73.6844,-73.6844,0.900123105,-73.6844,-0.903043968,-2.452421171,-0.886696731,-0.313407411,-0.483370913,-0.188157859,-1,-0.13448919,-319.42,-513.9347,-0.196116135,1,-3.50E-07,0.019841301,1.202707364,0.017730291,0.583896396,0.313432836,1.466179933,-0.753017783,-0.672410197,14240.44356,0.817948718,100,-0.897760787,-0.30564014,-1,3.571617259,-0.000613098,-73.6844,-0.98800738,-73.6844,0.746389815,-0.535329826,-0.173126045,-15170.37425,-1,-2,-0.000311371,TRUE,-1,-0.604523999,-1,-1,-4.022021457,-0.997065133,0,-0.593486605,-8.12E-28,-5,0,TRUE,-6,0.916218511,0.993674732,FALSE,-0.400407235,0,-0.987560079,-550489.5328,0,-14,3,-0.624383755,-4.992044923,1,2.178791615,TRUE,-0.099624941,-1,-0.001124535,0.400154999,-0.021735288
2018/5/17,CI005019.INDX,14455.2,14475.25,14179.38,14227.4102,893506200,20950474000,0.627959414,0.173741017,-0.523403215,-8,-0.512696254,-0.5284313,-32,238.7705,238.7705,0.841525841,-238.7705,-0.883878241,-2.793355856,-0.849210823,-0.058115632,-0.018883878,-0.078792774,-1,-0.28846214,-81.01,33.6258,-0.196116135,1,2.65E-06,0.103116103,1.642189964,0.017592262,0.943412162,0.874401577,1.917084597,-0.053129442,-0.668721882,14092.07638,0.834279814,119,-0.996899738,-0.352482839,-1,2.911990619,0.002466098,238.7705,-0.98800738,238.7705,-6.052298727,-0.175753799,0.112353772,-15918.55483,-1,-1,0.00037296,FALSE,-1,-0.599259706,0,-1,-3.016657256,-0.95656958,0,-0.770380818,-0.30449921,-11,0,TRUE,-6,0.882768362,0.999206484,TRUE,-0.832722661,0,-0.98812553,-412025.3694,0,-14,2,-0.323280722,-4.9672438,5,1.111670337,TRUE,-0.22480075,-1,-4.82E-05,-0.769895664,-0.016763993
2018/5/18,CI005019.INDX,14191.83,14374.91,14043.36,14362.3601,800799300,19006544000,0.477311161,0.221198964,-0.316215917,-6,-0.512000729,-0.367976314,-39,-134.9499,-134.9499,0.636108009,134.9499,-0.679819617,-2.722691441,-0.764374295,-0.194589099,-0.53692221,-0.01017996,-1,-1.05300479,206.97,30.1362,-0.870863572,1,-4.02E-06,0.105056587,1.624661556,0.017459185,0.519707207,0.213742608,1.39496119,-0.631598986,-0.528660618,13970.82327,0.824254882,91,-0.994324293,0.268586625,-1,1.342042886,-0.001989544,-134.9499,-0.968634686,-134.9499,0.012418818,-0.906368349,-0.022334124,-17363.02491,-1,-1,-0.000705813,FALSE,-1,-0.545737915,0,-1,-2.010446076,-0.911421036,0,-0.770380818,-0.00594043,-14,0,TRUE,-6,0.561676083,0.999380685,FALSE,-0.832722661,0,-0.956177552,-374597.2602,0,-13,-1,-0.511837655,-4.774918109,3,1.132692308,TRUE,-0.290670417,-1,-0.000957964,0.514340479,-0.020404536
2018/5/21,CI005019.INDX,14427.9,14493.98,14292.43,14343.1772,756524900,17780131000,0.334695603,-0.006861268,-0.605849193,-8,-0.515453006,-0.571532382,-29,19.1829,19.1829,0.00945047,-19.1829,-0.638951522,-2.381193694,-0.642897407,-0.018487945,-0.116121759,-0.937058002,-1,-0.567904357,-18.73,123.0035,-0.870863572,1,1.31E-06,0.225446332,1.750630392,0.017330251,0.835304054,0.564629682,1.822578694,-0.137434667,-0.604162328,14157.82847,0.825192802,72,-0.72253832,-0.43428057,-1,2.239724538,0.000292506,19.1829,-0.277214022,19.1829,2.803395671,-0.259309293,0.217466055,-18338.34386,-1,-1,0.000225883,FALSE,-1,-0.592219671,-1,-1,-1.017504235,-0.985986821,0,-0.7325811,-1.11E-10,-13,0,TRUE,-6,0.532015066,0.999027119,FALSE,-0.832722661,0,-0.975968335,-648903.697,0,-11,-3,-0.47632469,-4.337388863,2,1.170198675,TRUE,-0.262541022,-1,-8.14E-05,-0.420354154,0.014991225
2018/5/22,CI005019.INDX,14336.5,14432.62,14257.29,14425.5793,764673100,17552564000,0.130777903,0.048084555,-0.769789642,-7,-0.515735888,-0.653399067,-38,-82.4021,-82.4021,0.100134376,-82.4021,-0.627959414,-1.488738739,-0.635851184,-0.063353228,-0.455749718,-0.047484879,-1,0.054740659,-57.71,-198.1691,-0.870863572,1,-2.12E-06,0.102016395,1.333651072,0.017131969,0.599943694,0.2942833,1.457743394,-0.573363557,-0.661233289,14115.14376,0.821446896,48,-0.726318913,-0.482639451,1,1.054243696,-0.001279623,1,-0.057656827,1,-0.36979193,-0.930571299,-0.135531168,-19333.53569,-2,-2,-0.000779844,FALSE,-1,-0.599331357,0,-1,-1.054488989,-0.654561311,0,-0.393158012,-1.74E-12,-12,0,TRUE,-6,0.599340866,0.994181636,FALSE,-0.1382469,0,-0.960418434,-797628.0026,0,-10,-4,-0.630777903,-4.506785213,1,1.167492567,TRUE,-0.145100797,-1,-0.000877164,0.508063605,0.001973959
2018/5/23,CI005019.INDX,14396.05,14420.01,14149.3,14151.7541,782982500,19092816000,0.627959414,0.210742924,-0.66307163,-4,-0.510007679,-0.541060246,10,273.8252,273.8252,0.250720893,273.8252,-0.158117249,-0.633445946,-0.527057497,-0.012941281,-0.015219842,-0.169401731,-1,0.502893827,73.97,210.606,-0.487950036,1,3.50E-06,0.195687375,1.866875111,0.016993476,0.951295045,0.891861447,1.911164371,-0.037883989,-0.572946106,14040.16641,0.842842324,64,-0.105642734,0.099160446,1,1.490980488,0.005103168,1,-0.512915129,1,109.2623105,-0.009875369,-0.410459159,-19739.83309,-4,-3,0.000223669,FALSE,-1,-0.428242051,-1,-1,-1.130152456,-0.388193793,0,-0.536675068,-0.16572889,-12,0,TRUE,-6,0.330979284,0.997079876,TRUE,-0.019112205,-1,-0.958722081,-369289.3997,0,-7,-5,-0.025258139,-4.419279364,1,1.213598901,TRUE,-0.056962025,-1,-1.91E-05,-0.902423248,0.025779306
2018/5/24,CI005019.INDX,14149.37,14223.03,13952.45,13988.902,719666900,18415032000,0.477311161,0.717590644,-0.654509757,-1,-0.501714458,-0.51492056,36,162.8521,162.8521,0.216521853,-162.8521,-0.666009019,-0.895833333,-0.572717024,-0.018197851,-0.03945885,-0.014934835,-1,0.286164742,209.59,354.2752,-0.471404521,1,2.59E-06,0.185348018,2.00183529,0.016919747,0.905405405,0.817516193,1.910356732,-0.015370843,-0.539157002,13831.20765,0.863301788,32,-0.527238765,-0.078495238,1,1.298696142,0.002321198,1,-0.512915129,1,-10.56638742,-0.142624143,-0.430887977,-20248.92311,-4,-1,0.000147967,FALSE,-1,-0.164464067,0,-1,-1.287408244,-0.399265173,0,-0.7325811,-0.189961572,-15,0,TRUE,-6,0.31920904,0.970663074,TRUE,-0.019112205,-1,-0.829233814,-318248.3339,0,-5,-10,-0.03937115,-4.212915302,1,1.347312238,TRUE,0.126347867,0,-4.62E-05,-0.593049771,0.081512387
2018/5/25,CI005019.INDX,13970.47,14204.34,13970.47,14069.3028,753772200,18116586000,0.334695603,0.494305888,-0.533259225,-2,-0.501483702,-0.42897793,35,-80.4008,-80.4008,0.267700483,-80.4008,-0.63416009,-1.589527027,-0.577226607,-0.05859257,-0.476606539,-0.014851155,-1,0.21910213,215.67,356.2765,0.080064077,1,4.51E-07,0.179445453,2.045985295,0.016788683,0.587274775,0.298507463,1.482697569,-0.03545418,-0.487033032,13846.57403,0.852741514,28,-0.640428205,-0.098261152,1,1.350796295,-0.001024273,1,-0.512915129,1,1.360946017,-0.40796113,-0.574617155,-21162.41921,-4,-1,-7.44E-05,FALSE,-1,-0.138661168,0,0,-1.775550536,-0.440452668,0,-0.7325811,-2.05E-11,-16,0,TRUE,-5,0.514595104,0.953632506,FALSE,-0.1382469,-1,-0.214023183,-510747.9756,0,-3,-11,-0.237598647,-4.127281235,1,1.6998557,TRUE,0.256680731,0,-0.000187903,0.422595362,0.055868817
2018/5/28,CI005019.INDX,14077.94,14561.59,14075.33,14558.199,1056624600,26371842000,0.854706877,-0.59831254,-0.167821739,-4,-0.514062353,-0.079308612,-30,-488.8962,-488.8962,0.874375563,-488.8962,-0.84470124,-2.443130631,-0.746335964,-0.713007501,-0.605975197,-0.097896563,-1,-0.00924544,-338.56,-406.4449,-0.943022516,1,-6.31E-06,0.086639849,1.374086233,0.016695538,0.402871622,0.054914109,1.332158829,-0.111297289,-0.513070934,14066.80993,0.811830699,72,-0.818259113,-0.338752045,1,0.603116985,-0.003704299,1,-0.598247232,1,-0.000332718,-0.83968824,-0.647775621,-17002.38728,-6,-2,-0.000597894,FALSE,-1,-0.449085431,-1,0,-1.8865048,-0.990889307,0,-0.071520628,-0.150843179,-15,0,FALSE,-3,0.714218456,0.858032253,FALSE,-6.98E-06,-1,-0.64772406,-288158.4394,0,-1,-13,-0.730523846,-4.263921385,1,1.505752024,TRUE,0.135724332,0,-0.001152928,0.987656834,0.050726728
2018/5/29,CI005019.INDX,14519.29,14823.34,14450.2,14454.0548,1081609100,27743139000,0.627959414,-0.2930206,-0.311140544,-9,-0.517862353,-0.26150832,-8,104.1442,104.1442,0.888536743,104.1442,-0.899661781,-2.497466216,-0.852311161,-0.030290726,-0.379650507,-0.170658513,-1,-0.082993673,-619,-465.1528,-0.968341888,1,4.82E-06,0.091194817,1.409838023,0.016609415,0.811655405,0.751337651,1.775895526,-0.176221416,-0.630675266,14379.08212,0.819252432,85,-0.918314977,0.498312802,1,2.252627961,0.001659322,1,-0.718173432,1,94.99700324,-0.010565948,-0.491247592,-16151.33414,-6,-3,0.000412262,FALSE,0,-0.660234436,-1,-1,-1.915866742,-0.98047105,0,-0.03366092,-0.157136391,-7,0,FALSE,-1,0.830508475,0.867909976,FALSE,-0.333428178,-1,-0.919705966,-341084.9026,0,-1,-13,-0.133868703,-4.304164717,2,1.373493976,TRUE,0.065635256,-1,-8.59E-06,-0.17482721,0.071827526
2018/5/30,CI005019.INDX,14291.15,14727.19,14130.94,14516.5765,1079635700,26416099000,0.477311161,-0.293872543,-0.262228546,-5,-0.517226583,-0.202915,-13,-62.5217,-62.5217,0.877878037,62.5217,-0.915445321,-2.65259009,-0.880214205,-0.29090335,-0.582299887,-2.88E-05,-1,-0.463098591,-165.6,-447.2737,-0.98041794,1,-2.28E-06,0.0947766,-0.527923853,0.016548644,0.478322072,0.337651366,1.343979794,-0.22847869,-0.727287313,14181.30879,0.813585291,56,-0.948283923,0.329003147,1,2.204684852,-0.000997872,1,-0.718173432,1,-4.613937475,-0.598087317,-0.725466825,-17543.58176,-6,-5,-0.000566988,FALSE,0,-0.558794368,-1,-1,-2.842461886,-0.565904984,0,-0.03366092,-1.43E-07,-7,0,FALSE,-1,0.814971751,0.890738354,TRUE,-0.333428178,-1,-0.743850721,-299889.6123,0,-1,-11,-0.396104908,-4.284510997,3,1.282293179,TRUE,-0.119784341,0,-0.000946709,0.37807316,0.064244762
2018/5/31,CI005019.INDX,14677.96,15193.97,14645.25,15129.1708,1515033600,39133330000,0.854706877,-0.401874155,-0.449355875,-9,-0.52814775,-0.589685186,-49,-612.5943,-612.5943,0.882279634,-612.5943,-0.90529876,-2.677927928,-0.890642616,-0.741888818,-0.606257046,-0.334972174,-1,-0.246963622,-370.63,-570.9718,-0.996316746,1,-5.48E-06,0.104717809,1.393254455,0.016500495,0.407657658,0.036609406,1.297170306,-0.917666449,-0.865488891,14658.78707,0.786217304,19,-0.950008938,-0.294966429,1,2.299166397,-0.006510108,1,-0.958948339,1,0.094563189,-0.758012504,-0.823797322,-16675.88675,-6,-8,-0.000604867,FALSE,0,-0.650930179,-1,-1,-4.87012987,-0.997572637,0,-0.00397275,-0.250412699,-8,-1,FALSE,-1,0.868644068,0.871401174,FALSE,-0.333428178,-1,-0.938931298,-340750.7273,0,-3,-11,-0.730523846,-4.260645765,5,2.411463664,TRUE,-0.111345523,-1,-0.001494325,0.822295483,0.011383638
2018/6/1,CI005019.INDX,15060.38,15162.04,14709.05,14855.3381,1273806900,27168193000,0.627959414,0.008912069,-0.558393943,-9,-0.528310725,-0.641053672,-48,273.8327,273.8327,0.828738784,-273.8327,-0.738726043,-2.630912162,-0.712232244,-0.016423429,-0.108511838,-0.059019179,-1,-0.131120081,-434.85,-401.2833,-1,1,2.13E-06,0.109747627,1.420213729,0.016330393,0.92652027,0.892143058,1.858267351,-0.068910464,-0.885221365,14720.54407,0.798783578,36,-0.929154672,-0.304220499,1,3.103507202,0.009014941,1,-0.958948339,1,-0.875086869,-0.345849643,-0.718728803,-16657.00184,-5,-8,0.000345069,FALSE,0,-0.576584048,-1,-1,-5.254658385,-0.774103198,0,-0.018923833,-4.31E-21,-2,-1,TRUE,-1,0.904896422,0.952248504,FALSE,-0.480841045,-1,-0.980774668,-441699.4563,0,-6,-6,-0.025185419,-4.597098737,6,1.180360721,TRUE,-0.309892171,0,-8.16E-05,-0.452640119,0.02303473
2018/6/4,CI005019.INDX,14942.18,15301.78,14826.5,15296.6888,1001454600,28730560000,0.854706877,0.278866288,-0.613253165,-9,-0.532861873,-0.595379578,-59,-441.3507,-441.3507,0.151477583,441.3507,-0.625140924,-1.802646396,-0.584836528,-0.10601252,-0.595264938,-0.057573111,-1,0.256493993,-107.81,-780.1123,-1,1,-6.08E-06,0.107598296,1.286440602,0.016345287,0.427083333,0.063644044,1.323763949,-0.802093107,-0.780998201,14775.37718,0.778778779,8,-0.281095796,0.32392133,-1,0.22720336,-0.020363971,-441.3507,-0.958948339,-441.3507,-0.031008894,-0.879843445,-0.002395355,-16505.93919,-4,-6,-0.000592823,FALSE,-1,-0.48100474,-1,-1,-6.778656126,-0.964388785,0,-0.468797986,-0.946456357,-2,0,TRUE,-2,0.90960452,0.985830099,FALSE,-0.480841045,0,-0.962397512,-410554.1877,0,-8,-9,-0.854706877,-4.533926065,7,5.568862275,TRUE,-0.347398031,0,-0.000925532,0.745893061,-0.01304702
2018/6/5,CI005019.INDX,15329.18,15547.13,15173.69,15492.2538,1044840500,26626337000,0.854706877,0.466864185,-0.614418325,-9,-0.536582253,-0.485068891,-60,-195.565,-195.565,0.005445454,-195.565,-0.127395716,-0.936092342,-0.10794814,-0.054537992,-0.551860203,-0.896057355,-1,0.618170053,-385.09,-363.083,-1,1,-3.44E-06,0.105356405,1.340890786,0.016251819,0.536036036,0.159391721,1.312752639,-0.797730679,-0.667479913,15104.4387,0.774725275,9,0.127265288,-0.324812598,-1,1.530796055,-0.007034839,-195.565,-0.958948339,-195.565,-109.1370171,-0.809090669,0.010360571,-16215.50267,-2,-5,-0.000563981,FALSE,-1,-0.405708534,-1,-1,-5.805759458,-0.986435356,0,-0.531889537,-1.24E-22,-2,0,TRUE,-3,0.934086629,0.975409696,FALSE,-0.480841045,0,-0.990104608,-523041.6532,0,-10,-7,-0.624383755,-4.448291998,6.5,7.713751169,TRUE,-0.187529301,0,-0.000926451,0.436678886,0.009186946
2018/6/6,CI005019.INDX,15445.15,15607.91,15396.24,15449.1905,842060500,22385585000,0.627959414,0.189469518,-0.46816051,-9,-0.536791237,-0.237268664,-1,43.0633,43.0633,0.008625719,-43.0633,-0.070180383,-0.208333333,-0.05524239,-0.016995294,-0.489007892,-0.08198065,-1,1.127954297,-306.13,-593.8524,0.111111111,1,1.41E-06,0.099790016,1.234766801,0.016154587,0.709459459,0.623767953,1.539432556,-0.635712183,-0.407018587,15235.87077,0.775612194,3,0.844574098,-0.315813967,-1,0.964601445,0.001614338,43.0633,-0.958948339,43.0633,-3.425405217,-0.249828952,0.177957672,-17272.78405,-1,-3,0.000339364,FALSE,0,-0.288258451,-1,-1,-3.811405985,-0.897668964,0,-0.796441641,-0.093916347,-1,0,TRUE,-5,0.945089159,0.98930689,FALSE,-0.832722661,0,-0.992931863,-879594.2696,0,-14,-11,-0.392565114,-3.263453439,4,8.598540146,TRUE,0.081106423,0,-5.58E-05,0.019088586,-0.003248196
2018/6/7,CI005019.INDX,15526,15526.63,15223.38,15301.3958,855259300,21359971000,0.477311161,0.034773772,-0.206689379,-8,-0.536145216,0.05927343,-1,147.7947,147.7947,0.080809274,147.7947,-0.078072153,-0.312218468,-0.064261556,-0.070992809,-0.037767756,-0.196065696,1,1.17664819,20.5,-4.707,0.430820218,1,1.96E-06,0.188420755,1.628836019,0.015986623,0.934966216,0.803435652,1.754230364,-0.061019953,-0.103365385,15124.50886,0.779839519,8,0.81727958,0.414478622,-1,1.718651666,0.005406233,147.7947,-0.355627306,147.7947,1.520713456,-0.276709723,-0.002441033,-18502.07729,-2,-4,0.000283708,FALSE,0,-0.139090933,-1,-1,-5.920948617,-0.573210701,0,-0.796441641,-1.49E-18,-5,0,TRUE,-6,0.853578154,0.982187916,TRUE,-0.480841045,0,-0.99378004,-565578.5958,0,-14,-6,-0.383314543,-1.621431914,7,8.72323357,TRUE,0.260665729,0,-5.79E-05,-0.740654441,-0.007087432
2018/6/8,CI005019.INDX,15260.8,15375.5,15028.66,15197.5268,779952100,20070463000,0.334695603,0.678232885,0.475983058,-6,-0.53481551,0.448399868,-1,103.869,103.869,0.028615718,-103.869,-0.61837655,-1.025337838,-0.130496054,-0.036656744,-0.322153326,-0.012749657,1,0.627494693,232.41,294.727,0,1,1.32E-07,0.227008029,1.904857848,0.015850519,0.804898649,0.75077443,1.676522286,-0.141808378,0.32176299,14943.76138,0.78241206,7,0.027227737,-0.293655288,-1,0.71906249,0.003555256,103.869,-0.656365314,103.869,1.046903918,-0.497092271,-0.135369421,-19419.86791,-1,-3,2.18E-05,FALSE,0,0.026914736,0,-1,-7.782608696,-0.516541654,0,-0.926939351,-0.030475691,-13,0,TRUE,-6,0.530602637,0.984982164,TRUE,-0.832722661,0,-0.966638394,-329210.186,0,-14,-5,-0.275366404,-0.646700983,7,9.015306122,TRUE,-0.03164557,0,-0.000189314,-0.182427106,-0.010812193
2018/6/11,CI005019.INDX,15154.92,15252.24,14987.88,15097.1126,769543300,21493674000,0.130777903,0.659064251,0.56540157,-5,-0.531189212,0.547390791,-1,100.4142,-100.4142,0.15922438,-100.4142,-0.680101466,-1.669481982,-0.601183766,-0.023250307,-0.218714769,-0.024738467,1,-0.176145171,274.39,352.0779,-0.40824829,1,5.87E-07,0.214601674,1.925697308,0.015808245,0.797297297,0.744578992,1.723548802,-0.138617091,0.353484465,14840.17794,0.789023162,8,-0.720715293,-0.095599466,-1,1.402249071,0.003299179,100.4142,-0.656365314,100.4142,-94.37863969,-0.421167933,-0.933062508,-20180.32551,-1,-1,5.22E-05,FALSE,-1,0.324908517,0,-1,-7.868153586,-0.722797545,0,-0.926939351,-0.270193651,-16,0,TRUE,-6,0.257062147,0.904556564,TRUE,-0.1382469,0,-0.940344925,-543933.1793,0,-13,-11,-0.217305524,-0.467009827,6,9.487248322,TRUE,-0.014767932,0,-0.000143005,-0.218668412,-0.050760269
2018/6/12,CI005019.INDX,15158.61,15651.59,15148.4,15634.5803,964916000,28016637000,0.854706877,-0.632948439,0.544509085,-6,-0.53589531,0.56962144,-48,-537.4677,-537.4677,0.76596383,-537.4677,-0.669954904,-2.329391892,-0.613303269,-0.753396217,-0.606538895,-0.178183558,-1,-0.656501886,-276.09,-333.1845,-0.564810071,1,-6.18E-06,0.155100648,1.241764861,0.015792203,0.405968468,0.047029006,1.249206471,-0.671937218,0.356700956,15107.58655,0.773453094,30,-0.912130831,-0.441346754,-1,0.275123135,-0.020006757,-537.4677,-0.656365314,-537.4677,-0.511158736,-0.827810854,-0.923092832,-17686.14833,-3,-6,-0.000586801,FALSE,-1,0.170200418,-1,-1,-6.921230943,-0.992687568,0,-0.796441641,-0.070702784,-14,0,TRUE,-6,0.379001883,0.903665983,FALSE,-0.1382469,0,-0.931863161,-347398.8306,0,-12,-13,-0.730523846,-0.125877398,4,9.312252964,TRUE,0.027894984,0,-0.000837321,0.945903842,-0.057353557
2018/6/13,CI005019.INDX,15611.19,15651.54,15360.02,15399.0085,795410400,20994243000,0.627959414,-0.647599517,0.712233935,-8,-0.5365724,0.764151836,-1,235.5718,235.5718,0.642373531,-235.5718,-0.658962796,-2.249436937,-0.599774521,-0.012298761,-0.088782413,-0.198244829,1,-1.030310814,-399.3,-201.4817,-0.944911183,1,2.79E-06,0.156577657,1.319514106,0.015668298,0.926238739,0.871303858,1.742150041,-0.069173481,0.46212496,15241.15261,0.777,21,-0.66668007,-0.040061325,-1,1.541055244,0.012967797,235.5718,-0.656365314,235.5718,6.343172018,-0.143213654,-0.896600584,-17217.85856,-6,-8,0.000372326,FALSE,0,0.120972789,-1,-1,-7.919536985,-0.400053865,0,-0.577630389,-2.39E-24,-9,0,FALSE,-6,0.548493409,0.881882251,FALSE,-0.832722661,0,-0.983036472,-467908.5113,0,-10,-12,-0.035493172,-0.145063173,2,9.293885602,TRUE,0.153305204,0,-3.10E-05,-0.727842934,-0.051607024
